OrderID,OrderDate,CustomerID,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice
10001333,23-02-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001334,23-02-2025,CUST004,Lighting,Desk Lamp Adjustable,6,18.5,111
10001335,24-02-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,2,55.99,111.98
10001336,24-02-2025,CUST006,Cooling,Small Personal Fan,12,14.99,179.88
10001337,25-02-2025,CUST007,Lighting,Flood Light Outdoor,1,39.95,39.95
10001338,25-02-2025,CUST008,Home Appliance,Iron Steam Press,3,22,66
10001339,26-02-2025,CUST009,Cooling,Tower Fan Oscillating,1,79.99,79.99
10001340,26-02-2025,CUST010,Lighting,Edison Style Bulb,28,6.5,182
10001341,27-02-2025,CUST001,Lighting,LED Bulb 9W,10,4.99,49.9
10001342,27-02-2025,CUST002,Cooling,Ceiling Fan Standard,1,59.99,59.99
10001343,28-02-2025,CUST003,Home Appliance,Microwave Oven 20L,2,89.5,179
10001344,28-02-2025,CUST004,Lighting,Smart Bulb RGB,5,12.5,62.5
10001345,01-03-2025,CUST005,Cooling,Table Fan Portable,1,24.99,24.99
10001346,01-03-2025,CUST006,Home Appliance,Electric Kettle,3,29.99,89.97
10001347,02-03-2025,CUST007,Lighting,Halogen Bulb 50W,50,2.75,137.5
10001348,02-03-2025,CUST008,Cooling,Exhaust Fan Small,2,35,70
10001349,03-03-2025,CUST009,Home Appliance,Toaster 2-Slice,1,45.99,45.99
10001350,03-03-2025,CUST010,Cooling,Pedestal Fan With Remote,2,49.99,99.98
10001351,04-03-2025,CUST001,Lighting,LED Tube Light 4ft,10,19.99,199.9
10001352,04-03-2025,CUST002,Home Appliance,Hand Blender Set,1,34,34
10001353,05-03-2025,CUST003,Cooling,Air Cooler Standard,2,129.99,259.98
10001354,05-03-2025,CUST004,Lighting,Desk Lamp Adjustable,8,18.5,148
10001355,06-03-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,1,55.99,55.99
10001356,06-03-2025,CUST006,Cooling,Small Personal Fan,20,14.99,299.8
10001357,07-03-2025,CUST007,Lighting,Flood Light Outdoor,1,39.95,39.95
10001358,07-03-2025,CUST008,Home Appliance,Iron Steam Press,2,22,44
10001359,08-03-2025,CUST009,Cooling,Tower Fan Oscillating,3,79.99,239.97
10001360,08-03-2025,CUST010,Lighting,Edison Style Bulb,40,6.5,260
10001361,09-03-2025,CUST001,Lighting,LED Bulb 9W,8,4.99,39.92
10001362,09-03-2025,CUST002,Cooling,Ceiling Fan Standard,3,59.99,179.97
10001363,10-03-2025,CUST003,Home Appliance,Microwave Oven 20L,1,89.5,89.5
10001364,10-03-2025,CUST004,Lighting,Smart Bulb RGB,12,12.5,150
10001365,11-03-2025,CUST005,Cooling,Table Fan Portable,2,24.99,49.98
10001366,11-03-2025,CUST006,Home Appliance,Electric Kettle,1,29.99,29.99
10001367,12-03-2025,CUST007,Lighting,Halogen Bulb 50W,30,2.75,82.5
10001368,12-03-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001369,13-03-2025,CUST009,Home Appliance,Toaster 2-Slice,3,45.99,137.97
10001370,13-03-2025,CUST010,Cooling,Pedestal Fan With Remote,1,49.99,49.99
10001371,14-03-2025,CUST001,Lighting,LED Tube Light 4ft,7,19.99,139.93
10001372,14-03-2025,CUST002,Home Appliance,Hand Blender Set,2,34,68
10001373,15-03-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001374,15-03-2025,CUST004,Lighting,Desk Lamp Adjustable,5,18.5,92.5
10001375,16-03-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,3,55.99,167.97
10001376,16-03-2025,CUST006,Cooling,Small Personal Fan,15,14.99,224.85
10001377,17-03-2025,CUST007,Lighting,Flood Light Outdoor,2,39.95,79.9
10001378,17-03-2025,CUST008,Home Appliance,Iron Steam Press,1,22,22
10001379,18-03-2025,CUST009,Cooling,Tower Fan Oscillating,2,79.99,159.98
10001380,18-03-2025,CUST010,Lighting,Edison Style Bulb,35,6.5,227.5
10001381,19-03-2025,CUST001,Lighting,LED Bulb 9W,12,4.99,59.88
10001382,19-03-2025,CUST002,Cooling,Ceiling Fan Standard,1,59.99,59.99
10001383,20-03-2025,CUST003,Home Appliance,Microwave Oven 20L,2,89.5,179
10001384,20-03-2025,CUST004,Lighting,Smart Bulb RGB,7,12.5,87.5
10001385,21-03-2025,CUST005,Cooling,Table Fan Portable,4,24.99,99.96
10001386,21-03-2025,CUST006,Home Appliance,Electric Kettle,1,29.99,29.99
10001387,22-03-2025,CUST007,Lighting,Halogen Bulb 50W,25,2.75,68.75
10001388,22-03-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001389,23-03-2025,CUST009,Home Appliance,Toaster 2-Slice,2,45.99,91.98
10001390,23-03-2025,CUST010,Cooling,Pedestal Fan With Remote,3,49.99,149.97
10001391,24-03-2025,CUST001,Lighting,LED Tube Light 4ft,6,19.99,119.94
10001392,24-03-2025,CUST002,Home Appliance,Hand Blender Set,1,34,34
10001393,25-03-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001394,25-03-2025,CUST004,Lighting,Desk Lamp Adjustable,10,18.5,185
10001395,26-03-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,2,55.99,111.98
10001396,26-03-2025,CUST006,Cooling,Small Personal Fan,8,14.99,119.92
10001397,27-03-2025,CUST007,Lighting,Flood Light Outdoor,3,39.95,119.85
10001398,27-03-2025,CUST008,Home Appliance,Iron Steam Press,1,22,22
10001399,28-03-2025,CUST009,Cooling,Tower Fan Oscillating,1,79.99,79.99
10001400,28-03-2025,CUST010,Lighting,Edison Style Bulb,30,6.5,195
10001401,29-03-2025,CUST001,Lighting,LED Bulb 9W,18,4.99,89.82
10001402,29-03-2025,CUST002,Cooling,Ceiling Fan Standard,2,59.99,119.98
10001403,30-03-2025,CUST003,Home Appliance,Microwave Oven 20L,1,89.5,89.5
10001404,30-03-2025,CUST004,Lighting,Smart Bulb RGB,9,12.5,112.5
10001405,31-03-2025,CUST005,Cooling,Table Fan Portable,3,24.99,74.97
10001406,31-03-2025,CUST006,Home Appliance,Electric Kettle,2,29.99,59.98
10001407,01-04-2025,CUST007,Lighting,Halogen Bulb 50W,35,2.75,96.25
10001408,01-04-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001409,02-04-2025,CUST009,Home Appliance,Toaster 2-Slice,1,45.99,45.99
10001410,02-04-2025,CUST010,Cooling,Pedestal Fan With Remote,2,49.99,99.98
10001411,03-04-2025,CUST001,Lighting,LED Tube Light 4ft,8,19.99,159.92
10001412,03-04-2025,CUST002,Home Appliance,Hand Blender Set,3,34,102
10001413,04-04-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001414,04-04-2025,CUST004,Lighting,Desk Lamp Adjustable,6,18.5,111
10001415,05-04-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,2,55.99,111.98
10001416,05-04-2025,CUST006,Cooling,Small Personal Fan,12,14.99,179.88
10001417,06-04-2025,CUST007,Lighting,Flood Light Outdoor,1,39.95,39.95
10001418,06-04-2025,CUST008,Home Appliance,Iron Steam Press,3,22,66
10001419,07-04-2025,CUST009,Cooling,Tower Fan Oscillating,1,79.99,79.99
10001420,07-04-2025,CUST010,Lighting,Edison Style Bulb,28,6.5,182
10001421,08-04-2025,CUST001,Lighting,LED Bulb 9W,10,4.99,49.9
10001422,08-04-2025,CUST002,Cooling,Ceiling Fan Standard,1,59.99,59.99
10001423,09-04-2025,CUST003,Home Appliance,Microwave Oven 20L,2,89.5,179
10001424,09-04-2025,CUST004,Lighting,Smart Bulb RGB,5,12.5,62.5
10001425,10-04-2025,CUST005,Cooling,Table Fan Portable,1,24.99,24.99
10001426,10-04-2025,CUST006,Home Appliance,Electric Kettle,3,29.99,89.97
10001427,11-04-2025,CUST007,Lighting,Halogen Bulb 50W,50,2.75,137.5
10001428,11-04-2025,CUST008,Cooling,Exhaust Fan Small,2,35,70
10001429,12-04-2025,CUST009,Home Appliance,Toaster 2-Slice,1,45.99,45.99
10001430,12-04-2025,CUST010,Cooling,Pedestal Fan With Remote,2,49.99,99.98
10001431,13-04-2025,CUST001,Lighting,LED Tube Light 4ft,10,19.99,199.9
10001432,13-04-2025,CUST002,Home Appliance,Hand Blender Set,1,34,34
10001433,14-04-2025,CUST003,Cooling,Air Cooler Standard,2,129.99,259.98
10001434,14-04-2025,CUST004,Lighting,Desk Lamp Adjustable,8,18.5,148
10001435,15-04-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,1,55.99,55.99
10001436,15-04-2025,CUST006,Cooling,Small Personal Fan,20,14.99,299.8
10001437,16-04-2025,CUST007,Lighting,Flood Light Outdoor,1,39.95,39.95
10001438,16-04-2025,CUST008,Home Appliance,Iron Steam Press,2,22,44
10001439,17-04-2025,CUST009,Cooling,Tower Fan Oscillating,3,79.99,239.97
10001440,17-04-2025,CUST010,Lighting,Edison Style Bulb,40,6.5,260
10001441,18-04-2025,CUST001,Lighting,LED Bulb 9W,8,4.99,39.92
10001442,18-04-2025,CUST002,Cooling,Ceiling Fan Standard,3,59.99,179.97
10001443,19-04-2025,CUST003,Home Appliance,Microwave Oven 20L,1,89.5,89.5
10001444,19-04-2025,CUST004,Lighting,Smart Bulb RGB,12,12.5,150
10001445,20-04-2025,CUST005,Cooling,Table Fan Portable,2,24.99,49.98
10001446,20-04-2025,CUST006,Home Appliance,Electric Kettle,1,29.99,29.99
10001447,21-04-2025,CUST007,Lighting,Halogen Bulb 50W,30,2.75,82.5
10001448,21-04-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001449,22-04-2025,CUST009,Home Appliance,Toaster 2-Slice,3,45.99,137.97
10001450,22-04-2025,CUST010,Cooling,Pedestal Fan With Remote,1,49.99,49.99
10001451,23-04-2025,CUST001,Lighting,LED Tube Light 4ft,7,19.99,139.93
10001452,23-04-2025,CUST002,Home Appliance,Hand Blender Set,2,34,68
10001453,24-04-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001454,24-04-2025,CUST004,Lighting,Desk Lamp Adjustable,5,18.5,92.5
10001455,25-04-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,3,55.99,167.97
10001456,25-04-2025,CUST006,Cooling,Small Personal Fan,15,14.99,224.85
10001457,26-04-2025,CUST007,Lighting,Flood Light Outdoor,2,39.95,79.9
10001458,26-04-2025,CUST008,Home Appliance,Iron Steam Press,1,22,22
10001459,27-04-2025,CUST009,Cooling,Tower Fan Oscillating,2,79.99,159.98
10001460,27-04-2025,CUST010,Lighting,Edison Style Bulb,35,6.5,227.5
10001461,28-04-2025,CUST001,Lighting,LED Bulb 9W,12,4.99,59.88
10001462,28-04-2025,CUST002,Cooling,Ceiling Fan Standard,1,59.99,59.99
10001463,29-04-2025,CUST003,Home Appliance,Microwave Oven 20L,2,89.5,179
10001464,29-04-2025,CUST004,Lighting,Smart Bulb RGB,7,12.5,87.5
10001465,30-04-2025,CUST005,Cooling,Table Fan Portable,4,24.99,99.96
10001466,30-04-2025,CUST006,Home Appliance,Electric Kettle,1,29.99,29.99
10001467,01-05-2025,CUST007,Lighting,Halogen Bulb 50W,25,2.75,68.75
10001468,01-05-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001469,02-05-2025,CUST009,Home Appliance,Toaster 2-Slice,2,45.99,91.98
10001470,02-05-2025,CUST010,Cooling,Pedestal Fan With Remote,3,49.99,149.97
10001471,03-05-2025,CUST001,Lighting,LED Tube Light 4ft,6,19.99,119.94
10001472,03-05-2025,CUST002,Home Appliance,Hand Blender Set,1,34,34
10001473,04-05-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001474,04-05-2025,CUST004,Lighting,Desk Lamp Adjustable,10,18.5,185
10001475,05-05-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,2,55.99,111.98
10001476,05-05-2025,CUST006,Cooling,Small Personal Fan,8,14.99,119.92
10001477,06-05-2025,CUST007,Lighting,Flood Light Outdoor,3,39.95,119.85
10001478,06-05-2025,CUST008,Home Appliance,Iron Steam Press,1,22,22
10001479,07-05-2025,CUST009,Cooling,Tower Fan Oscillating,1,79.99,79.99
10001480,07-05-2025,CUST010,Lighting,Edison Style Bulb,30,6.5,195
10001481,08-05-2025,CUST001,Lighting,LED Bulb 9W,18,4.99,89.82
10001482,08-05-2025,CUST002,Cooling,Ceiling Fan Standard,2,59.99,119.98
10001483,09-05-2025,CUST003,Home Appliance,Microwave Oven 20L,1,89.5,89.5
10001484,09-05-2025,CUST004,Lighting,Smart Bulb RGB,9,12.5,112.5
10001485,10-05-2025,CUST005,Cooling,Table Fan Portable,3,24.99,74.97
10001486,10-05-2025,CUST006,Home Appliance,Electric Kettle,2,29.99,59.98
10001487,11-05-2025,CUST007,Lighting,Halogen Bulb 50W,35,2.75,96.25
10001488,11-05-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001489,12-05-2025,CUST009,Home Appliance,Toaster 2-Slice,1,45.99,45.99
10001490,12-05-2025,CUST010,Cooling,Pedestal Fan With Remote,2,49.99,99.98
10001491,13-05-2025,CUST001,Lighting,LED Tube Light 4ft,8,19.99,159.92
10001492,13-05-2025,CUST002,Home Appliance,Hand Blender Set,3,34,102
10001493,14-05-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001494,14-05-2025,CUST004,Lighting,Desk Lamp Adjustable,6,18.5,111
10001495,15-05-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,2,55.99,111.98
10001496,15-05-2025,CUST006,Cooling,Small Personal Fan,12,14.99,179.88
10001497,16-05-2025,CUST007,Lighting,Flood Light Outdoor,1,39.95,39.95
10001498,16-05-2025,CUST008,Home Appliance,Iron Steam Press,3,22,66
10001499,17-05-2025,CUST009,Cooling,Tower Fan Oscillating,1,79.99,79.99
10001500,17-05-2025,CUST010,Lighting,Edison Style Bulb,28,6.5,182
10001501,18-05-2025,CUST001,Lighting,LED Bulb 9W,10,4.99,49.9
10001502,18-05-2025,CUST002,Cooling,Ceiling Fan Standard,1,59.99,59.99
10001503,19-05-2025,CUST003,Home Appliance,Microwave Oven 20L,2,89.5,179
10001504,19-05-2025,CUST004,Lighting,Smart Bulb RGB,5,12.5,62.5
10001505,20-05-2025,CUST005,Cooling,Table Fan Portable,1,24.99,24.99
10001506,20-05-2025,CUST006,Home Appliance,Electric Kettle,3,29.99,89.97
10001507,21-05-2025,CUST007,Lighting,Halogen Bulb 50W,50,2.75,137.5
10001508,21-05-2025,CUST008,Cooling,Exhaust Fan Small,2,35,70
10001509,22-05-2025,CUST009,Home Appliance,Toaster 2-Slice,1,45.99,45.99
10001510,22-05-2025,CUST010,Cooling,Pedestal Fan With Remote,2,49.99,99.98
10001511,23-05-2025,CUST001,Lighting,LED Tube Light 4ft,10,19.99,199.9
10001512,23-05-2025,CUST002,Home Appliance,Hand Blender Set,1,34,34
10001513,24-05-2025,CUST003,Cooling,Air Cooler Standard,2,129.99,259.98
10001514,24-05-2025,CUST004,Lighting,Desk Lamp Adjustable,8,18.5,148
10001515,25-05-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,1,55.99,55.99
10001516,25-05-2025,CUST006,Cooling,Small Personal Fan,20,14.99,299.8
10001517,26-05-2025,CUST007,Lighting,Flood Light Outdoor,1,39.95,39.95
10001518,26-05-2025,CUST008,Home Appliance,Iron Steam Press,2,22,44
10001519,27-05-2025,CUST009,Cooling,Tower Fan Oscillating,3,79.99,239.97
10001520,27-05-2025,CUST010,Lighting,Edison Style Bulb,40,6.5,260
10001521,28-05-2025,CUST001,Lighting,LED Bulb 9W,8,4.99,39.92
10001522,28-05-2025,CUST002,Cooling,Ceiling Fan Standard,3,59.99,179.97
10001523,29-05-2025,CUST003,Home Appliance,Microwave Oven 20L,1,89.5,89.5
10001524,29-05-2025,CUST004,Lighting,Smart Bulb RGB,12,12.5,150
10001525,30-05-2025,CUST005,Cooling,Table Fan Portable,2,24.99,49.98
10001526,30-05-2025,CUST006,Home Appliance,Electric Kettle,1,29.99,29.99
10001527,31-05-2025,CUST007,Lighting,Halogen Bulb 50W,30,2.75,82.5
10001528,31-05-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001529,01-06-2025,CUST009,Home Appliance,Toaster 2-Slice,3,45.99,137.97
10001530,01-06-2025,CUST010,Cooling,Pedestal Fan With Remote,1,49.99,49.99
10001531,02-06-2025,CUST001,Lighting,LED Tube Light 4ft,7,19.99,139.93
10001532,02-06-2025,CUST002,Home Appliance,Hand Blender Set,2,34,68
10001533,03-06-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001534,03-06-2025,CUST004,Lighting,Desk Lamp Adjustable,5,18.5,92.5
10001535,04-06-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,3,55.99,167.97
10001536,04-06-2025,CUST006,Cooling,Small Personal Fan,15,14.99,224.85
10001537,05-06-2025,CUST007,Lighting,Flood Light Outdoor,2,39.95,79.9
10001538,05-06-2025,CUST008,Home Appliance,Iron Steam Press,1,22,22
10001539,06-06-2025,CUST009,Cooling,Tower Fan Oscillating,2,79.99,159.98
10001540,06-06-2025,CUST010,Lighting,Edison Style Bulb,35,6.5,227.5
10001541,07-06-2025,CUST001,Lighting,LED Bulb 9W,12,4.99,59.88
10001542,07-06-2025,CUST002,Cooling,Ceiling Fan Standard,1,59.99,59.99
10001543,08-06-2025,CUST003,Home Appliance,Microwave Oven 20L,2,89.5,179
10001544,08-06-2025,CUST004,Lighting,Smart Bulb RGB,7,12.5,87.5
10001545,09-06-2025,CUST005,Cooling,Table Fan Portable,4,24.99,99.96
10001546,09-06-2025,CUST006,Home Appliance,Electric Kettle,1,29.99,29.99
10001547,10-06-2025,CUST007,Lighting,Halogen Bulb 50W,25,2.75,68.75
10001548,10-06-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001549,11-06-2025,CUST009,Home Appliance,Toaster 2-Slice,2,45.99,91.98
10001550,11-06-2025,CUST010,Cooling,Pedestal Fan With Remote,3,49.99,149.97
10001551,12-06-2025,CUST001,Lighting,LED Tube Light 4ft,6,19.99,119.94
10001552,12-06-2025,CUST002,Home Appliance,Hand Blender Set,1,34,34
10001553,13-06-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001554,13-06-2025,CUST004,Lighting,Desk Lamp Adjustable,10,18.5,185
10001555,14-06-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,2,55.99,111.98
10001556,14-06-2025,CUST006,Cooling,Small Personal Fan,8,14.99,119.92
10001557,15-06-2025,CUST007,Lighting,Flood Light Outdoor,3,39.95,119.85
10001558,15-06-2025,CUST008,Home Appliance,Iron Steam Press,1,22,22
10001559,16-06-2025,CUST009,Cooling,Tower Fan Oscillating,1,79.99,79.99
10001560,16-06-2025,CUST010,Lighting,Edison Style Bulb,30,6.5,195
10001561,17-06-2025,CUST001,Lighting,LED Bulb 9W,18,4.99,89.82
10001562,17-06-2025,CUST002,Cooling,Ceiling Fan Standard,2,59.99,119.98
10001563,18-06-2025,CUST003,Home Appliance,Microwave Oven 20L,1,89.5,89.5
10001564,18-06-2025,CUST004,Lighting,Smart Bulb RGB,9,12.5,112.5
10001565,19-06-2025,CUST005,Cooling,Table Fan Portable,3,24.99,74.97
10001566,19-06-2025,CUST006,Home Appliance,Electric Kettle,2,29.99,59.98
10001567,20-06-2025,CUST007,Lighting,Halogen Bulb 50W,35,2.75,96.25
10001568,20-06-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001569,21-06-2025,CUST009,Home Appliance,Toaster 2-Slice,1,45.99,45.99
10001570,21-06-2025,CUST010,Cooling,Pedestal Fan With Remote,2,49.99,99.98
10001571,22-06-2025,CUST001,Lighting,LED Tube Light 4ft,8,19.99,159.92
10001572,22-06-2025,CUST002,Home Appliance,Hand Blender Set,3,34,102
10001573,23-06-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001574,23-06-2025,CUST004,Lighting,Desk Lamp Adjustable,6,18.5,111
10001575,24-06-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,2,55.99,111.98
10001576,24-06-2025,CUST006,Cooling,Small Personal Fan,12,14.99,179.88
10001577,25-06-2025,CUST007,Lighting,Flood Light Outdoor,1,39.95,39.95
10001578,25-06-2025,CUST008,Home Appliance,Iron Steam Press,3,22,66
10001579,26-06-2025,CUST009,Cooling,Tower Fan Oscillating,1,79.99,79.99
10001580,26-06-2025,CUST010,Lighting,Edison Style Bulb,28,6.5,182
10001581,27-06-2025,CUST001,Lighting,LED Bulb 9W,10,4.99,49.9
10001582,27-06-2025,CUST002,Cooling,Ceiling Fan Standard,1,59.99,59.99
10001583,28-06-2025,CUST003,Home Appliance,Microwave Oven 20L,2,89.5,179
10001584,28-06-2025,CUST004,Lighting,Smart Bulb RGB,5,12.5,62.5
10001585,29-06-2025,CUST005,Cooling,Table Fan Portable,1,24.99,24.99
10001586,29-06-2025,CUST006,Home Appliance,Electric Kettle,3,29.99,89.97
10001587,30-06-2025,CUST007,Lighting,Halogen Bulb 50W,50,2.75,137.5
10001588,30-06-2025,CUST008,Cooling,Exhaust Fan Small,2,35,70
10001589,01-07-2025,CUST009,Home Appliance,Toaster 2-Slice,1,45.99,45.99
10001590,01-07-2025,CUST010,Cooling,Pedestal Fan With Remote,2,49.99,99.98
10001591,02-07-2025,CUST001,Lighting,LED Tube Light 4ft,10,19.99,199.9
10001592,02-07-2025,CUST002,Home Appliance,Hand Blender Set,1,34,34
10001593,03-07-2025,CUST003,Cooling,Air Cooler Standard,2,129.99,259.98
10001594,03-07-2025,CUST004,Lighting,Desk Lamp Adjustable,8,18.5,148
10001595,04-07-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,1,55.99,55.99
10001596,04-07-2025,CUST006,Cooling,Small Personal Fan,20,14.99,299.8
10001597,05-07-2025,CUST007,Lighting,Flood Light Outdoor,1,39.95,39.95
10001598,05-07-2025,CUST008,Home Appliance,Iron Steam Press,2,22,44
10001599,06-07-2025,CUST009,Cooling,Tower Fan Oscillating,3,79.99,239.97
10001600,06-07-2025,CUST010,Lighting,Edison Style Bulb,40,6.5,260
10001601,07-07-2025,CUST001,Lighting,LED Bulb 9W,8,4.99,39.92
10001602,07-07-2025,CUST002,Cooling,Ceiling Fan Standard,3,59.99,179.97
10001603,08-07-2025,CUST003,Home Appliance,Microwave Oven 20L,1,89.5,89.5
10001604,08-07-2025,CUST004,Lighting,Smart Bulb RGB,12,12.5,150
10001605,09-07-2025,CUST005,Cooling,Table Fan Portable,2,24.99,49.98
10001606,09-07-2025,CUST006,Home Appliance,Electric Kettle,1,29.99,29.99
10001607,10-07-2025,CUST007,Lighting,Halogen Bulb 50W,30,2.75,82.5
10001608,10-07-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001609,11-07-2025,CUST009,Home Appliance,Toaster 2-Slice,3,45.99,137.97
10001610,11-07-2025,CUST010,Cooling,Pedestal Fan With Remote,1,49.99,49.99
10001611,12-07-2025,CUST001,Lighting,LED Tube Light 4ft,7,19.99,139.93
10001612,12-07-2025,CUST002,Home Appliance,Hand Blender Set,2,34,68
10001613,13-07-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001614,13-07-2025,CUST004,Lighting,Desk Lamp Adjustable,5,18.5,92.5
10001615,14-07-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,3,55.99,167.97
10001616,14-07-2025,CUST006,Cooling,Small Personal Fan,15,14.99,224.85
10001617,15-07-2025,CUST007,Lighting,Flood Light Outdoor,2,39.95,79.9
10001618,15-07-2025,CUST008,Home Appliance,Iron Steam Press,1,22,22
10001619,16-07-2025,CUST009,Cooling,Tower Fan Oscillating,2,79.99,159.98
10001620,16-07-2025,CUST010,Lighting,Edison Style Bulb,35,6.5,227.5
10001621,17-07-2025,CUST001,Lighting,LED Bulb 9W,12,4.99,59.88
10001622,17-07-2025,CUST002,Cooling,Ceiling Fan Standard,1,59.99,59.99
10001623,18-07-2025,CUST003,Home Appliance,Microwave Oven 20L,2,89.5,179
10001624,18-07-2025,CUST004,Lighting,Smart Bulb RGB,7,12.5,87.5
10001625,19-07-2025,CUST005,Cooling,Table Fan Portable,4,24.99,99.96
10001626,19-07-2025,CUST006,Home Appliance,Electric Kettle,1,29.99,29.99
10001627,20-07-2025,CUST007,Lighting,Halogen Bulb 50W,25,2.75,68.75
10001628,20-07-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001629,21-07-2025,CUST009,Home Appliance,Toaster 2-Slice,2,45.99,91.98
10001630,21-07-2025,CUST010,Cooling,Pedestal Fan With Remote,3,49.99,149.97
10001631,22-07-2025,CUST001,Lighting,LED Tube Light 4ft,6,19.99,119.94
10001632,22-07-2025,CUST002,Home Appliance,Hand Blender Set,1,34,34
10001633,23-07-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001634,23-07-2025,CUST004,Lighting,Desk Lamp Adjustable,10,18.5,185
10001635,24-07-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,2,55.99,111.98
10001636,24-07-2025,CUST006,Cooling,Small Personal Fan,8,14.99,119.92
10001637,25-07-2025,CUST007,Lighting,Flood Light Outdoor,3,39.95,119.85
10001638,25-07-2025,CUST008,Home Appliance,Iron Steam Press,1,22,22
10001639,26-07-2025,CUST009,Cooling,Tower Fan Oscillating,1,79.99,79.99
10001640,26-07-2025,CUST010,Lighting,Edison Style Bulb,30,6.5,195
10001641,27-07-2025,CUST001,Lighting,LED Bulb 9W,18,4.99,89.82
10001642,27-07-2025,CUST002,Cooling,Ceiling Fan Standard,2,59.99,119.98
10001643,28-07-2025,CUST003,Home Appliance,Microwave Oven 20L,1,89.5,89.5
10001644,28-07-2025,CUST004,Lighting,Smart Bulb RGB,9,12.5,112.5
10001645,29-07-2025,CUST005,Cooling,Table Fan Portable,3,24.99,74.97
10001646,29-07-2025,CUST006,Home Appliance,Electric Kettle,2,29.99,59.98
10001647,30-07-2025,CUST007,Lighting,Halogen Bulb 50W,35,2.75,96.25
10001648,30-07-2025,CUST008,Cooling,Exhaust Fan Small,1,35,35
10001649,31-07-2025,CUST009,Home Appliance,Toaster 2-Slice,1,45.99,45.99
10001650,31-07-2025,CUST010,Cooling,Pedestal Fan With Remote,2,49.99,99.98
10001651,01-08-2025,CUST001,Lighting,LED Tube Light 4ft,8,19.99,159.92
10001652,01-08-2025,CUST002,Home Appliance,Hand Blender Set,3,34,102
10001653,02-08-2025,CUST003,Cooling,Air Cooler Standard,1,129.99,129.99
10001654,02-08-2025,CUST004,Lighting,Desk Lamp Adjustable,6,18.5,111
10001655,03-08-2025,CUST005,Home Appliance,Coffee Maker 12 Cup,2,55.99,111.98
10001656,03-08-2025,CUST006,Cooling,Small Personal Fan,12,14.99,179.88
10001657,04-08-2025,CUST007,Lighting,Flood Light Outdoor,1,39.95,39.95
10001658,04-08-2025,CUST008,Home Appliance,Iron Steam Press,3,22,66
10001659,05-08-2025,CUST009,Cooling,Tower Fan Oscillating,1,79.99,79.99
10001660,05-08-2025,CUST010,Lighting,Edison Style Bulb,28,6.5,182
10001661,06-08-2025,CUST001,Lighting,LED Bulb 9W,10,4.99,49.9
10001662,06-08-2025,CUST002,Cooling,Ceiling Fan Standard,1,59.99,59.99
10001663,07-08-2025,CUST003,Home Appliance,Microwave Oven 20L,2,89.5,179
10001664,07-08-2025,CUST004,Lighting,Smart Bulb RGB,5,12.5,62.5
10001665,08-08-2025,CUST005,Cooling,Table Fan Portable,1,24.99,24.99
10001666,08-08-2025,CUST006,Home Appliance,Electric Kettle,3,29.99,89.97
10001667,09-08-2025,CUST007,Lighting,Halogen Bulb 50W,50,2.75,137.5
